model,resp_id,orig_idx,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label,doc_id,summ_model
tofueval_Qwen2.5-0.5B-Instruct,712,712,1.0602978467941284,58,2.152930736541748,0.28151610493659973,"[0.05976682864212339, 0.014111588361566677, 0.020619359186169056, -0.004151728417566809, 1.7632348316341262]","[0.016102510833873346, 0.0012287926960558753, 0.0019653629356698415, 0.0016402179426144169, 0.23664222739459767]",1,SeattleCityCouncil_05262020_CB 119794,model_D
tofueval_Qwen2.5-0.5B-Instruct,713,713,2.2479190826416016,38,0.8850351572036743,0.14318600296974182,"[0.12090197125948371, 0.05630555355674005, 0.05152160733670921, 0.04994478698407827, 0.7380020803341866]","[0.0249505658900824, 0.002324868459033113, 0.0035262011941648254, 0.002237944301668904, 0.11599183000601886]",1,SeattleCityCouncil_05262020_CB 119794,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,714,714,1.1186230182647705,91,1.7785900831222534,0.2282770425081253,"[0.028022811677976357, 0.002307166218642933, 0.03340164999463513, 0.010431418036964865, 1.7016307448707317]","[0.009742752191089988, 0.0011972512544970173, 0.0012705731393656517, 0.0017696577889488119, 0.1981738803501335]",1,SeattleCityCouncil_05262020_CB 119794,model_A
tofueval_Qwen2.5-0.5B-Instruct,715,715,1.6771535873413086,34,2.4141199588775635,0.2588922679424286,"[0.015443076287149726, 0.03196660623892539, 0.003130222249584382, 0.042595935870742646, 2.473261743236114]","[0.021363655919110575, 0.003039127809108108, 0.00205699350721368, 0.0034414440377825966, 0.23397245969767133]",1,SeattleCityCouncil_05262020_CB 119794,model_B
tofueval_Qwen2.5-0.5B-Instruct,716,716,0.7661561369895935,50,3.0798418521881104,0.30139490962028503,"[0.0396328948919836, 0.014403431244572858, 0.01789692789694527, 0.009215229378896765, 2.891839018450119]","[0.010647813301202404, 0.0010285825598202792, 0.0012419926092388778, 0.001150571412881618, 0.2861530113934714]",0,SeattleCityCouncil_05262020_CB 119794,model_C
tofueval_Qwen2.5-0.5B-Instruct,717,717,1.3971567153930664,29,2.7163984775543213,0.2979888916015625,"[0.09812306792170195, 0.017558429695280462, 0.009843046740821466, 0.055389970842074476, 2.515301640257882]","[0.017541531797742836, 0.0013934094885653709, 0.0018773811642200473, 0.0021920706137499454, 0.22427230459828118]",0,SeattleCityCouncil_05262020_CB 119794,model_D
tofueval_Qwen2.5-0.5B-Instruct,718,718,1.636330485343933,61,1.4017640352249146,0.1742420494556427,"[0.1098817291183609, 0.045846167408332104, 0.016267554921200154, 0.019667482833982994, 1.2549557887116967]","[0.01005779644737097, 0.0012246062222544185, 0.001983274541082031, 0.0014927444811992693, 0.15403990355345412]",1,SeattleCityCouncil_05262020_CB 119794,model_E
tofueval_Qwen2.5-0.5B-Instruct,719,719,2.4956648349761963,39,0.7892885208129883,0.11794479936361313,"[0.09592594027531166, 0.028591889410446852, 0.032512214922835715, 0.037326030543623254, 0.34690466987488505]","[0.014720379809473227, 0.002025809446072694, 0.0019665633274202356, 0.0014053906941929502, 0.07698558804077038]",0,SeattleCityCouncil_05262020_CB 119794,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,720,720,2.1830921173095703,44,0.6521172523498535,0.08927357941865921,"[-0.008662176540331695, -0.0057870176248632724, 0.006195150493789986, 0.0251394409973965, 0.5054893118668194]","[0.007940092496923512, 0.0008534082410976266, 0.0012165889765650593, 0.0018034741191460637, 0.07756730446791561]",0,SeattleCityCouncil_05262020_CB 119794,model_A
tofueval_Qwen2.5-0.5B-Instruct,721,721,0.7193387150764465,46,3.1142334938049316,0.29411330819129944,"[0.034236368208835105, 0.017149178122053854, -0.006928093295794932, 0.019974576837621102, 2.8666999221516205]","[0.01090876696251974, 0.0006633430083164295, 0.0010306336370396584, 0.0006693409095433984, 0.27403742858239083]",0,SeattleCityCouncil_05262020_CB 119794,model_B
tofueval_Qwen2.5-0.5B-Instruct,722,722,1.1052978038787842,47,2.576402187347412,0.36080145835876465,"[0.14240379315464102, 0.005281969933384197, 0.018062363263526733, 0.007151082676539366, 1.359470778633314]","[0.03191368297295915, 0.001107206518220645, 0.0014346795884251906, 0.0016742594840697496, 0.23903952361642758]",0,SeattleCityCouncil_05262020_CB 119794,model_C
tofueval_Qwen2.5-0.5B-Instruct,723,723,2.0520899295806885,62,1.0284247398376465,0.17392508685588837,"[0.168661690397834, -0.00020701549534175184, 0.018601471074714115, -0.027860906155359362, 0.7494868301831547]","[0.02718066282631621, 0.0017866377695921279, 0.003167999269554721, 0.0016966794429472724, 0.1337879672881231]",0,SeattleCityCouncil_05262020_CB 119794,model_D
tofueval_Qwen2.5-0.5B-Instruct,724,724,1.5036200284957886,60,1.5790749788284302,0.222647026181221,"[0.1621986393609556, 0.020433841572616983, 0.0012171207314016403, 0.025189239098547964, 0.9702339241364826]","[0.03344809321421328, 0.0023225270766824716, 0.0014000813892276179, 0.0022090964008453303, 0.14300704603668918]",0,SeattleCityCouncil_05262020_CB 119794,model_E
tofueval_Qwen2.5-0.5B-Instruct,725,725,1.7021197080612183,43,1.5468066930770874,0.31834325194358826,"[1.2704504498160107, -0.07330721457164632, 0.19595679922755618, 0.14758517606411303, -0.04329888559360095]","[0.15692966878919187, 0.0075260363718857555, 0.04387853354470005, 0.011957997792602898, 0.006262902539780297]",0,SeattleCityCouncil_06222015_Res 31594,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,726,726,0.6710734367370605,68,2.817620038986206,0.3500669300556183,"[2.5660171376383754, -0.03364990450341686, 0.17194490088428105, 0.0015450072256391971, -0.019639276749384246]","[0.25801106201748447, 0.00848301927006854, 0.026902430769787183, 0.002333459582058929, 0.0048202316047101755]",1,SeattleCityCouncil_06222015_Res 31594,model_A
tofueval_Qwen2.5-0.5B-Instruct,727,727,1.1094796657562256,40,2.315861940383911,0.3513583540916443,"[1.5271982658887282, -0.08809012449492001, 0.24382283757731785, 0.03753433930432948, -0.05739715592626453]","[0.19596219081686286, 0.009565823476495438, 0.03752949033982702, 0.0039013381481936447, 0.005206254587108106]",0,SeattleCityCouncil_06222015_Res 31594,model_B
tofueval_Qwen2.5-0.5B-Instruct,728,728,1.081995964050293,58,2.01286244392395,0.3012928068637848,"[1.2635916146612325, -0.024026608302815947, 0.11909512907004682, 0.39336101292905495, -0.06037491330490129]","[0.12753420232510163, 0.007857699189493172, 0.029643965279162864, 0.05540437006124162, 0.005482021396954318]",0,SeattleCityCouncil_06222015_Res 31594,model_C
tofueval_Qwen2.5-0.5B-Instruct,729,729,1.0902442932128906,40,2.5676109790802,0.3288840353488922,"[1.9848454287217465, -0.0005346287533029681, 0.2753138927622786, 0.015959231796114182, -0.03258449310142168]","[0.1895946547469066, 0.010275248387870306, 0.039138110771352784, 0.00243616245091971, 0.004020031275297242]",0,SeattleCityCouncil_06222015_Res 31594,model_D
tofueval_Qwen2.5-0.5B-Instruct,730,730,2.236829996109009,60,1.586557149887085,0.21151195466518402,"[0.06881629522743728, 0.024876891041276394, -0.0073185260298487265, 1.141445447260685, 0.050391243259552236]","[0.007567346248943826, 0.002143598696780676, 0.002846560276782384, 0.1643381100308678, 0.014504301816774994]",1,SeattleCityCouncil_06222015_Res 31594,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,731,731,0.9197003841400146,94,2.400158405303955,0.31145593523979187,"[1.1012205276339104, -0.0071565594291624094, 0.09215890896852448, 0.934667641489486, 0.011317866847093683]","[0.0873468952967598, 0.004148716783263692, 0.012496722285040378, 0.1377950962352221, 0.009059680888390539]",1,SeattleCityCouncil_06222015_Res 31594,model_A
tofueval_Qwen2.5-0.5B-Instruct,732,732,1.013137698173523,109,2.143733501434326,0.29584670066833496,"[0.785818232059115, 0.0043555499432507555, 0.09229189028001451, 0.9364679456765095, -0.03770051796448428]","[0.08026146469581012, 0.002281377862085085, 0.01562646397418567, 0.1535097178419523, 0.0060996416159093455]",1,SeattleCityCouncil_06222015_Res 31594,model_B
tofueval_Qwen2.5-0.5B-Instruct,733,733,1.178999662399292,87,1.7857465744018555,0.28090962767601013,"[0.03768413527572632, -0.0185214803295403, 0.1007905739147593, 1.2568685662558108, -0.028291638311787826]","[0.006305332753181548, 0.003635874273366677, 0.016196018742268028, 0.19074007124014764, 0.01193631999260482]",0,SeattleCityCouncil_06222015_Res 31594,model_C
tofueval_Qwen2.5-0.5B-Instruct,734,734,1.8934552669525146,53,0.657757580280304,0.16878484189510345,"[-0.1030574160106211, -0.015074543991637634, -0.07865792344173829, 0.4047260962959043, -0.061557971108551046]","[0.02422019292274219, 0.0019198067954873277, 0.0031782862365874296, 0.11580130536830618, 0.007958977389595055]",0,SeattleCityCouncil_06222015_Res 31594,model_D
tofueval_Qwen2.5-0.5B-Instruct,735,735,1.338680624961853,81,1.607077717781067,0.23217643797397614,"[0.041081903644899956, 0.03561091940746, 0.11284553818966091, 0.994981727951839, 0.030118865173992364]","[0.01009619156141604, 0.004306583654593896, 0.024365225428712698, 0.14119691158738432, 0.007481182449961956]",1,SeattleCityCouncil_06222015_Res 31594,model_E
tofueval_Qwen2.5-0.5B-Instruct,736,736,2.0829849243164062,62,1.5385774374008179,0.2584821581840515,"[0.5564061868034543, 0.026373189216810127, 0.09636246754727777, 0.7396586176267104, -0.023026348947877844]","[0.08167448498170415, 0.007149573139559512, 0.019936103168645553, 0.08148427506201246, 0.006169424607246436]",1,SeattleCityCouncil_06222015_Res 31594,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,737,737,1.3517378568649292,58,2.7408711910247803,0.3780069351196289,"[2.6077684368867957, 0.03654484604665977, -0.052544372841707786, 0.018982370099020672, -0.015224957599802393]","[0.3009911230241383, 0.006540796071876371, 0.005628068497399313, 0.011587773735472779, 0.004048060541059573]",0,SeattleCityCouncil_06222015_Res 31594,model_A
tofueval_Qwen2.5-0.5B-Instruct,738,738,1.0440330505371094,101,2.6291770935058594,0.3311440050601959,"[1.538148856996864, 0.11436907608425251, 0.17245923481299325, 0.5281567745329842, -0.022238118052261446]","[0.15809464644068685, 0.013569558564259945, 0.024006335195822702, 0.07871766954129199, 0.0043331732240381145]",1,SeattleCityCouncil_06222015_Res 31594,model_B
tofueval_Qwen2.5-0.5B-Instruct,739,739,0.7935589551925659,58,3.372342824935913,0.3768899738788605,"[2.776961151008687, 0.07686921931423873, 0.08922934133643766, 0.017177832250158172, -0.008631886952006708]","[0.27819319847260665, 0.006870777186561789, 0.014123517660711262, 0.0037683759731972433, 0.0026106826074690868]",0,SeattleCityCouncil_06222015_Res 31594,model_C
tofueval_Qwen2.5-0.5B-Instruct,740,740,1.5008916854858398,48,1.0876243114471436,0.2349195033311844,"[0.011262949433936834, 0.04130983788642576, 0.05191588165052963, 0.7397700452596231, -0.08545383896034764]","[0.03726729605985687, 0.00663590448150823, 0.019128002109226827, 0.10865889111551041, 0.0070317319397853835]",0,SeattleCityCouncil_06222015_Res 31594,model_D
tofueval_Qwen2.5-0.5B-Instruct,741,741,0.9668956398963928,110,2.491960048675537,0.33329811692237854,"[1.2106493210039018, -0.005225511315207272, 0.05494542519696882, 0.9463386683648093, -0.012097923326721436]","[0.14153319377372264, 0.0029761069883947624, 0.013596950527930444, 0.127862317220884, 0.004047373412574664]",1,SeattleCityCouncil_06222015_Res 31594,model_E
tofueval_Qwen2.5-0.5B-Instruct,742,742,1.2936253547668457,44,1.1146292686462402,0.22410045564174652,"[0.44304476588817204, 0.639570828682033, -0.008037258622907344, -0.009871668020268358, 0.008519528236785267]","[0.11955777151421837, 0.07363034492547692, 0.002240344279442429, 0.0008103018406302454, 0.0030928541433846005]",0,SeattleCityCouncil_07062020_CB 119814,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,743,743,1.4013903141021729,79,1.8926762342453003,0.2752901017665863,"[0.15324612300304855, 0.6235616264037369, 1.0478201653055017, -0.02287314082896276, -0.044856615955262594]","[0.06449087352545332, 0.11445491549684045, 0.10954189901481416, 0.0020129847122279396, 0.004143220115822477]",0,SeattleCityCouncil_07062020_CB 119814,model_A
tofueval_Qwen2.5-0.5B-Instruct,744,744,0.681414008140564,138,2.272326946258545,0.3119901418685913,"[1.6422089560214574, 0.6577340717523503, -0.0056536355466143004, 0.010926223875006712, 0.012121019607655175]","[0.2069852193008845, 0.10289112437757622, 0.002668241046527275, 0.0006686279456157602, 0.001969073917954479]",0,SeattleCityCouncil_07062020_CB 119814,model_B
tofueval_Qwen2.5-0.5B-Instruct,745,745,0.9055407047271729,106,2.0913469791412354,0.2870469093322754,"[1.5276936474571967, 0.39462058530460914, 0.0033104092217742945, 0.005433025041092374, 0.005279730000490057]","[0.19734410546362957, 0.08809049158403769, 0.0026263469464939625, 0.0004855635205494077, 0.0014382849074961069]",0,SeattleCityCouncil_07062020_CB 119814,model_C
tofueval_Qwen2.5-0.5B-Instruct,746,746,0.4616583287715912,133,2.517939567565918,0.3668085038661957,"[1.5706393770565878, 0.785796719433842, 0.023688695665339054, -0.01164563409756533, 0.00012528095888919233]","[0.2078221803872966, 0.14747264548168204, 0.0035701660054921645, 0.00048219823110071217, 0.00118873739593101]",0,SeattleCityCouncil_07062020_CB 119814,model_D
tofueval_Qwen2.5-0.5B-Instruct,747,747,1.0337013006210327,85,1.1945173740386963,0.20444509387016296,"[0.5528715868489305, 0.5583115760749131, 0.011450722218868952, -0.005357608921705084, 0.009250697978367337]","[0.09629274582478715, 0.07352264237400999, 0.003493347579851883, 0.0009612491493636058, 0.0029388948336501845]",0,SeattleCityCouncil_07062020_CB 119814,model_E
tofueval_Qwen2.5-0.5B-Instruct,748,748,1.657172679901123,51,1.3269751071929932,0.2273341864347458,"[0.6397945106241512, 0.6641025014680196, 0.0021074309206240145, 0.0015208737623812769, 0.015619029138250364]","[0.1000790205914348, 0.07511325037853316, 0.0022045987785954332, 0.0006285161863232526, 0.002897550935803311]",0,SeattleCityCouncil_07062020_CB 119814,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,749,749,0.40707406401634216,155,2.7030632495880127,0.38466566801071167,"[1.427013126067299, 1.1264824230218495, 0.012950781856958318, 0.0030650079194709822, 0.03136715313381912]","[0.172035209596734, 0.1942801651242616, 0.000946596656738239, 0.000272740653798381, 0.0015440244638387324]",0,SeattleCityCouncil_07062020_CB 119814,model_A
tofueval_Qwen2.5-0.5B-Instruct,750,750,0.48560911417007446,124,2.7292511463165283,0.3606647849082947,"[1.9411166177710144, 0.7480005841091864, -0.007624157450458546, 0.004141169601692332, 0.050261863403809386]","[0.237793351178909, 0.09656816821740588, 0.002044358112590133, 0.000647252523786469, 0.005969437333145689]",1,SeattleCityCouncil_07062020_CB 119814,model_B
tofueval_Qwen2.5-0.5B-Instruct,751,751,0.6176169514656067,82,3.402418851852417,0.4007224142551422,"[2.232087253343041, 0.6517852286236054, 0.01342058671372531, -0.010376193442115015, 0.008191186317384474]","[0.2608940735180357, 0.10151010196799932, 0.002148094056279638, 0.0005510782920498791, 0.002172449935471832]",0,SeattleCityCouncil_07062020_CB 119814,model_C
tofueval_Qwen2.5-0.5B-Instruct,752,752,1.0302156209945679,63,1.3976242542266846,0.22410453855991364,"[0.6986893534339331, 0.5077421923830072, -0.0014973827401786727, -0.024463756228823196, -0.010470068008553353]","[0.1160012239796461, 0.062478734426220435, 0.002771680016044301, 0.0007457888890507822, 0.002791128059385528]",0,SeattleCityCouncil_07062020_CB 119814,model_D
tofueval_Qwen2.5-0.5B-Instruct,753,753,0.802693247795105,99,2.9483273029327393,0.36420831084251404,"[1.6920049394101064, 0.3813046560360156, 0.6727557567640847, -0.013483201212812958, -0.019908865875605086]","[0.20352264149720084, 0.0642487839504496, 0.07400908455139016, 0.0008474108327538139, 0.0031206673782267587]",0,SeattleCityCouncil_07062020_CB 119814,model_E
tofueval_Qwen2.5-0.5B-Instruct,754,754,1.8931719064712524,33,1.1606197357177734,0.20627905428409576,"[0.48985530069771677, 0.7027201332155969, 0.02299050808588535, 0.024644913281725057, 0.08207496334489406]","[0.09927753420431669, 0.07052884568485518, 0.00655416868142545, 0.0016045685392489786, 0.005704205413297986]",0,SeattleCityCouncil_07062020_CB 119814,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,755,755,1.2622637748718262,64,2.3704018592834473,0.33503928780555725,"[1.132899722716047, 0.6019389716493606, 0.0101017196450357, -0.009377764309874692, 0.017243237580714776]","[0.19256066732998534, 0.09226882128645286, 0.0038198582112300983, 0.0006919444224990912, 0.0032257196202252203]",0,SeattleCityCouncil_07062020_CB 119814,model_A
tofueval_Qwen2.5-0.5B-Instruct,756,756,0.3624213635921478,120,3.030386209487915,0.41896697878837585,"[1.787762965430981, 0.9960514991435048, 0.002704404417030067, -0.0038506678058790084, -0.010945350551719458]","[0.22365092856938038, 0.1680508832271054, 0.001199527350676514, 0.0002505410626459555, 0.001223832404501953]",0,SeattleCityCouncil_07062020_CB 119814,model_B
tofueval_Qwen2.5-0.5B-Instruct,757,757,1.1539499759674072,101,1.6819429397583008,0.2873213291168213,"[0.6791407579496243, 0.715085797296236, -0.0025565452540264448, 0.0014339279771568068, 0.02229313877402848]","[0.13246089370902678, 0.10432583671746977, 0.003582226640173786, 0.000796405792634473, 0.003271264437621472]",0,SeattleCityCouncil_07062020_CB 119814,model_C
tofueval_Qwen2.5-0.5B-Instruct,758,758,1.0409170389175415,60,1.7025705575942993,0.26702383160591125,"[0.842521235310475, 0.5873858590011499, -0.014188626620633233, 0.006141705845281346, 0.0003986338567377364]","[0.13170008944164996, 0.08230701810562925, 0.002483128980284732, 0.0006417442359023084, 0.002317461922730028]",0,SeattleCityCouncil_07062020_CB 119814,model_D
tofueval_Qwen2.5-0.5B-Instruct,759,759,0.8831631541252136,95,1.5823800563812256,0.2553553283214569,"[0.535009788382118, 0.6847051702373727, -0.0021234032689981656, -0.01325329158474855, 0.07340970099455119]","[0.10832126411019329, 0.10801016303091668, 0.0030710710076909055, 0.0007528377782549748, 0.005860024732466603]",0,SeattleCityCouncil_07062020_CB 119814,model_E
tofueval_Qwen2.5-0.5B-Instruct,760,760,2.2195606231689453,52,1.4184952974319458,0.1754414439201355,"[0.03302580209296698, 0.8109142802713905, 0.12841352506466835, 0.03452831811759657, 0.009097117346335346]","[0.03160392527179458, 0.09168003698365422, 0.01325222023412537, 0.007072159344296289, 0.004591189397877735]",0,SeattleCityCouncil_08062018_CB 119319,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,761,761,1.6423518657684326,41,2.2116551399230957,0.31520628929138184,"[1.5546062292144975, 0.46504742856330533, 0.002632555705154451, 0.017281785723753273, -0.0237553150665651]","[0.27515230647702815, 0.04001938406921598, 0.0034309333368361056, 0.003332422002064804, 0.003749082520920549]",0,SeattleCityCouncil_08062018_CB 119319,model_A
tofueval_Qwen2.5-0.5B-Instruct,762,762,1.4233405590057373,69,1.7376843690872192,0.22687944769859314,"[0.6314001578750743, 0.8009865344395826, -0.04098970626151917, -0.02858123346567007, 0.006922091321073004]","[0.1249531483270508, 0.08462885805218248, 0.00856952194346148, 0.005450616512470591, 0.0030299077472139857]",0,SeattleCityCouncil_08062018_CB 119319,model_B
tofueval_Qwen2.5-0.5B-Instruct,763,763,1.468187689781189,58,2.004286050796509,0.21353581547737122,"[0.5224682584622973, 1.1474048160396644, -0.004236338076162641, 0.012813552246370818, 0.0377669431225764]","[0.08574904881766088, 0.10611575154996053, 0.004197300678807268, 0.0035184637100224665, 0.0023137052545664496]",0,SeattleCityCouncil_08062018_CB 119319,model_C
tofueval_Qwen2.5-0.5B-Instruct,764,764,1.302335500717163,107,1.9829071760177612,0.2717575430870056,"[0.7482958716633034, 0.6209425709008412, -0.04222039059039451, -0.018635847027819234, 0.44204145107022813]","[0.12798652347185233, 0.07451143608331345, 0.004622749205699722, 0.0033496781084694934, 0.06510342160853615]",0,SeattleCityCouncil_08062018_CB 119319,model_D
tofueval_Qwen2.5-0.5B-Instruct,765,765,1.368370532989502,51,1.8142452239990234,0.20349761843681335,"[1.044806052864456, 0.5460850732532373, -0.022179134286132322, 0.0030597170140008885, 0.04626296890571622]","[0.11593081033731555, 0.07768588666866373, 0.004701829036639984, 0.0037876567826930006, 0.0024242584305422463]",0,SeattleCityCouncil_08062018_CB 119319,model_E
tofueval_Qwen2.5-0.5B-Instruct,766,766,1.8524740934371948,43,1.2751083374023438,0.1952899843454361,"[0.10073865462922989, 0.8928651012328648, 0.00175550599246784, 0.03439372631472124, -0.05804963343300272]","[0.05518131512487111, 0.12600203272940722, 0.005159564955922474, 0.00419602865263927, 0.003912425562153065]",0,SeattleCityCouncil_08062018_CB 119319,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,767,767,1.3635966777801514,41,1.8054701089859009,0.22863967716693878,"[0.9932323859195049, 0.664048444701177, -0.022968535819994185, -0.018682458016106778, 0.0577300729511058]","[0.14395762728155115, 0.08118784005892382, 0.005184479004034731, 0.0052304513854208815, 0.00706551148257487]",0,SeattleCityCouncil_08062018_CB 119319,model_A
tofueval_Qwen2.5-0.5B-Instruct,768,768,1.6266214847564697,52,1.3896132707595825,0.21814578771591187,"[0.5070982980103229, 0.8460313906357791, -0.04808186357317586, -0.05430156189644409, 0.042321886077843374]","[0.10066988969756188, 0.12208708893947154, 0.003102746452405278, 0.0031422091927245568, 0.0019398394982138494]",0,SeattleCityCouncil_08062018_CB 119319,model_B
tofueval_Qwen2.5-0.5B-Instruct,769,769,1.430375099182129,108,2.311100959777832,0.30064406991004944,"[0.8751483665497896, 0.49111821538069006, 0.008737599215170054, 0.005461788126753904, 0.9798345483184137]","[0.11954452687041865, 0.0696284293382624, 0.006041352129900946, 0.004450524863761563, 0.09512247815565321]",1,SeattleCityCouncil_08062018_CB 119319,model_C
tofueval_Qwen2.5-0.5B-Instruct,770,770,1.4342118501663208,116,1.4944287538528442,0.24229495227336884,"[1.1626972449413533, 0.25397415572798965, 0.018580527250692126, 0.0018242541972195512, 0.009696514967172647]","[0.182674729725916, 0.04644639179407222, 0.006100004393633283, 0.0038088852768082843, 0.0019542261101523294]",0,SeattleCityCouncil_08062018_CB 119319,model_D
tofueval_Qwen2.5-0.5B-Instruct,771,771,1.1534255743026733,107,2.048353910446167,0.23640622198581696,"[1.1201585985437414, 0.6944809008357615, 0.012704274363871, 0.04436062315123147, 0.016741816220393245]","[0.12075930806382087, 0.08753528923662683, 0.0058105749612431595, 0.009516786003493686, 0.0026922214975971127]",0,SeattleCityCouncil_08062018_CB 119319,model_E
tofueval_Qwen2.5-0.5B-Instruct,772,772,1.5301220417022705,32,2.1846251487731934,0.271070659160614,"[-0.08141565920732319, 1.1567392243941867, -0.023147611154399783, -0.033483671361409506, -0.019458641783330677]","[0.012733710346452654, 0.20522315887137665, 0.002457631611655131, 0.0023149080952862278, 0.0024552477721897503]",0,SeattleCityCouncil_08062018_CB 119319,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,773,773,1.2912615537643433,22,3.122955083847046,0.3245704472064972,"[-0.090508696838118, 1.9895972399615196, 0.015820215267012827, 0.009680943108502437, -0.019741731336001645]","[0.011593672920339899, 0.23987360366173893, 0.0015180512605597455, 0.0022227213836768815, 0.00298404630463913]",0,SeattleCityCouncil_08062018_CB 119319,model_A
tofueval_Qwen2.5-0.5B-Instruct,774,774,2.655646800994873,33,0.9313340783119202,0.20564524829387665,"[-0.00641683563519495, -0.2550926588574481, 0.00857602376631941, 0.015582396348966568, 0.8398729112196827]","[0.020597085446669636, 0.03182900117165197, 0.001274425720608137, 0.0030485245936716005, 0.13328313800306976]",1,SeattleCityCouncil_08062018_CB 119319,model_B
tofueval_Qwen2.5-0.5B-Instruct,775,775,1.1682168245315552,78,2.232715368270874,0.2562624514102936,"[0.5699982357021863, 1.3681658960823626, 0.009244019089517398, -0.002176207285419178, -0.0069522678602833106]","[0.07877902701229453, 0.14446297121697008, 0.0027515023385568872, 0.0027512686910528992, 0.004049227069618866]",0,SeattleCityCouncil_08062018_CB 119319,model_C
tofueval_Qwen2.5-0.5B-Instruct,776,776,1.8577961921691895,36,1.4069732427597046,0.2026858925819397,"[0.6567690646754474, 0.022464871953060437, -0.012940140955227738, -0.03857189854574648, 0.018522824183390994]","[0.07875868151556158, 0.06435973338062063, 0.0034417227844995876, 0.0054097979770391345, 0.00427687253520364]",0,SeattleCityCouncil_08062018_CB 119319,model_D
tofueval_Qwen2.5-0.5B-Instruct,777,777,1.2185300588607788,91,2.0934906005859375,0.28950539231300354,"[1.1028971033788717, 0.8810992020632941, -0.007593469838736512, 0.004981238327253288, 0.014612887377542403]","[0.15839151400087847, 0.1138711810112834, 0.0017805625430200663, 0.0019419139128850865, 0.002561759509402551]",0,SeattleCityCouncil_08062018_CB 119319,model_E
tofueval_Qwen2.5-0.5B-Instruct,778,778,1.7816565036773682,32,1.0863890647888184,0.21643120050430298,"[0.6409156436998273, 0.03161121507423559, 0.019857997737801725, 0.010257482213091862, 0.05312396354753446]","[0.1729167824367437, 0.00695868374806885, 0.004043276518942207, 0.0033740386397500544, 0.00838138733342575]",0,SeattleCityCouncil_08082016_Res 31690,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,779,779,1.683434247970581,77,1.4691578149795532,0.2370786815881729,"[0.9233364484248519, 0.04517079974562852, 0.05641840023309232, -0.011678313368715212, 0.10646856025742671]","[0.16977189184609567, 0.014719987674374714, 0.005166143187125272, 0.0025372172085125584, 0.017973057427708498]",0,SeattleCityCouncil_08082016_Res 31690,model_A
tofueval_Qwen2.5-0.5B-Instruct,780,780,1.0055121183395386,99,1.8917202949523926,0.29324087500572205,"[1.1695182411700682, 0.30405237089867987, 0.5424881719716704, 0.023478786214113687, 0.03705421184140229]","[0.17489135139562173, 0.035703507551352, 0.07414406068408246, 0.0029017382492681483, 0.0045864722982252824]",0,SeattleCityCouncil_08082016_Res 31690,model_B
tofueval_Qwen2.5-0.5B-Instruct,781,781,0.5520036816596985,110,2.221656560897827,0.27291131019592285,"[1.9287961779283995, 0.004456558449898942, 0.00991102249698253, 0.0075566570711420025, 0.024296583403388056]","[0.2527667713282095, 0.002712582197588114, 0.0010740864953261693, 0.0013286509565851, 0.004286501041715176]",0,SeattleCityCouncil_08082016_Res 31690,model_C
tofueval_Qwen2.5-0.5B-Instruct,782,782,1.8781821727752686,73,1.1847388744354248,0.20684082806110382,"[0.7444348985194515, 0.03451805369306933, 0.020617300320039136, 0.02392276197183305, 0.05004165771222763]","[0.14441961547555826, 0.012784715162306634, 0.002995860259909322, 0.0028470613881802207, 0.010441534746361917]",1,SeattleCityCouncil_08082016_Res 31690,model_D
tofueval_Qwen2.5-0.5B-Instruct,783,783,1.039005994796753,154,1.7719624042510986,0.2493324726819992,"[1.6033198260232562, 0.04800243050745352, 0.04831900186773409, 0.03215693158293922, 0.057682020869373]","[0.21157980399438167, 0.020347239175997806, 0.004984081058860033, 0.002231218917002069, 0.005308512525526898]",0,SeattleCityCouncil_08082016_Res 31690,model_E
tofueval_Qwen2.5-0.5B-Instruct,784,784,2.0433666706085205,25,1.392909288406372,0.2320781648159027,"[0.03566879819496535, -0.031086538550443948, 0.24163419269258157, 0.08002525954507292, -0.0817496474343352]","[0.08374813565475052, 0.012953487341874279, 0.019079741025816475, 0.0027358278680912917, 0.007915262304559292]",0,SeattleCityCouncil_08082016_Res 31690,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,785,785,1.7523161172866821,70,1.2646852731704712,0.20577962696552277,"[0.5906282205349791, -0.06417759022260724, -0.006833022476348561, 0.20210984906417642, 0.039061720937128744]","[0.09742569137641632, 0.013820951516467922, 0.008730914548651266, 0.02123914766877988, 0.01151600974423153]",0,SeattleCityCouncil_08082016_Res 31690,model_A
