model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-0.5B-Instruct,295,295,pubmedqa,1.1882925033569336,200,0.8984123468399048,0.1609523445367813,"[-0.011043987582575028, 0.014350443253661069, 0.3682177966099471, 0.32125556729882193, 0.19474606413400125]","[0.012777737811766342, 0.0060690507248260415, 0.0651812336035718, 0.059280884583818506, 0.026071246734575837]",1
ragbench_Qwen2.5-0.5B-Instruct,296,296,pubmedqa,0.9370954036712646,149,0.9751101732254028,0.135945662856102,"[0.24964378546475025, 0.5195994796867913, 0.1820391695490853, 0.1815242577081976]","[0.035000143614961295, 0.064411566917495, 0.023168148491232964, 0.016554522097920698]",1
ragbench_Qwen2.5-0.5B-Instruct,297,297,finqa,0.763434112071991,182,0.7530259490013123,0.14604716002941132,"[0.014672656381672812, 0.33703909808170196, 0.4418374375009979, -0.0020281707507110495, 0.004719816045838013]","[0.0022452110466022615, 0.05176212077887717, 0.08456706866759386, 0.0007584095838589852, 0.0007399022359170043]",1
ragbench_Qwen2.5-0.5B-Instruct,298,298,pubmedqa,1.0561916828155518,78,1.0542562007904053,0.19170857965946198,"[0.1456695270165092, 0.4789823898996147, 0.11471292179554346, 0.03887881328382019, -0.007905440262570314]","[0.024733441900742455, 0.0606629037927236, 0.014916180861973771, 0.011886299003911005, 0.005934642352092221]",1
ragbench_Qwen2.5-0.5B-Instruct,299,299,pubmedqa,0.7065982222557068,200,0.9368883371353149,0.17189450562000275,"[0.16319824573777622, 0.5281235192042913, 0.3674005800157738, -0.004867924595691875]","[0.02736503121257442, 0.10824025875758253, 0.049513366759972824, 0.005510457577088061]",1
ragbench_Qwen2.5-0.5B-Instruct,300,300,techqa,1.0207535028457642,103,0.23532989621162415,0.022937947884202003,"[-0.003871058350456418, 0.11524894247543327, -0.0009621497530636951, -0.03096167082923246]","[0.0036933090533687136, 0.013166216293789655, 0.001865917263731845, 0.002394183316599114]",1
ragbench_Qwen2.5-0.5B-Instruct,301,301,pubmedqa,0.4290691018104553,85,1.544637680053711,0.21590089797973633,"[0.016787157695794388, -0.022062213258579825, 1.3794962854597115, -0.02953271683482479, -0.021010949722018696]","[0.005076341170160289, 0.0032561361339928144, 0.19757235092160552, 0.0035042223115122877, 0.0027792733947769512]",1
ragbench_Qwen2.5-0.5B-Instruct,302,302,finqa,0.7707833647727966,183,0.5469717383384705,0.0982302576303482,"[0.03962093175454222, 0.4839887041542038, 0.00373847329620616, 0.00011935032756675772, 0.007177509876663728]","[0.007182761252695922, 0.06957951546265786, 0.001360695454815823, 0.000782896557996424, 0.0006284488492484807]",1
ragbench_Qwen2.5-0.5B-Instruct,303,303,finqa,0.9958088397979736,79,0.18203310668468475,0.054595958441495895,"[-0.0031565234812315113, -0.0020225963066820177, 0.04007377835602446, 0.00752974770935746, 0.27770395533958964]","[0.001140452475083351, 0.001148284718397008, 0.003245882719334422, 0.01872016535577143, 0.03644662002774426]",1
ragbench_Qwen2.5-0.5B-Instruct,304,304,pubmedqa,1.3219302892684937,200,0.8847531080245972,0.15229162573814392,"[0.5046004076880126, 0.33017112683330196, 0.006317372354442341, -0.013309539917190704]","[0.08207744554706267, 0.06352458243045106, 0.0037406803124275714, 0.003482360236048123]",1
ragbench_Qwen2.5-0.5B-Instruct,305,305,pubmedqa,1.162764072418213,200,1.2746037244796753,0.2010793685913086,"[0.2174885401102074, 0.6544688278413378, 0.4850659110329434, 0.04954666753506899]","[0.05597364376423229, 0.09250888839819708, 0.060513603180902466, 0.013852930814467755]",1
ragbench_Qwen2.5-0.5B-Instruct,306,306,pubmedqa,1.245225191116333,137,0.5650744438171387,0.13008807599544525,"[0.080926228902185, 0.157326963873445, 0.17918860300738929, -0.009159972966095453, 0.2483715575233435]","[0.02647114517564716, 0.021388899234044852, 0.024246303367573774, 0.014092942671650434, 0.04379164540724961]",1
ragbench_Qwen2.5-0.5B-Instruct,307,307,pubmedqa,1.395048975944519,97,0.8405518531799316,0.17625822126865387,"[-0.03627868055695423, -0.108925916745235, 1.0440386069517584, -0.03299964336392148]","[0.007000624746815072, 0.015736204822781135, 0.14818526274485197, 0.010706840221783028]",1
ragbench_Qwen2.5-0.5B-Instruct,308,308,pubmedqa,1.378447413444519,200,0.5753108263015747,0.12363065779209137,"[0.12497779467143118, 0.16375951450514378, 0.021002286743821513, 0.24488115771942148, 0.06648098294396732]","[0.023708181622257313, 0.029621272506450254, 0.008895287713497808, 0.04536845315166943, 0.017124582641128754]",1
ragbench_Qwen2.5-0.5B-Instruct,309,309,hotpotqa,0.6755605340003967,48,-0.09493402391672134,0.0395633690059185,"[0.05304124870421371, 0.06797483127104442, 0.053571891447063535, 0.08386963164885704, 0.09979550251587928]","[0.01174664287798007, 0.005426014900918356, 0.0045346509350766935, 0.00725590685071668, 0.006704077105244603]",1
ragbench_Qwen2.5-0.5B-Instruct,310,310,pubmedqa,1.5104843378067017,96,0.5245214104652405,0.09616436809301376,"[0.19513233572994673, 0.062467437570376205, -0.007133736945509857, 0.2706538517468289, -0.03614082490389592]","[0.037005390740001566, 0.014766172168153938, 0.0033712358978164048, 0.02437187632278892, 0.007299246026777932]",1
ragbench_Qwen2.5-0.5B-Instruct,311,311,techqa,1.6484214067459106,146,-0.04158260300755501,0.030723368749022484,"[-0.0779462462804525, -0.011806091636011444, -0.008923170948884496, -0.00675479758676175, 0.010623334402113608]","[0.020287990081470753, 0.002332027277815672, 0.003768975151730305, 0.001901544051466703, 0.003325932115731183]",1
ragbench_Qwen2.5-0.5B-Instruct,312,312,pubmedqa,1.0427786111831665,200,0.9070554971694946,0.15594986081123352,"[0.07627968206491914, 0.10051878069118175, 0.4849822418382109, 0.1809217665472511]","[0.02468493204532777, 0.02060146345535358, 0.07647269277648988, 0.026140340036741493]",1
ragbench_Qwen2.5-0.5B-Instruct,313,313,pubmedqa,1.348845362663269,172,0.4410904347896576,0.0970894917845726,"[0.04040696560234744, 0.14513771036328846, 0.07472839082356057, 0.13031092774110145, -0.014027551898038837]","[0.011163584578982243, 0.01963212728852775, 0.012993746213360247, 0.028110152928822206, 0.004359170968860549]",1
ragbench_Qwen2.5-0.5B-Instruct,314,314,pubmedqa,1.7073386907577515,144,0.9151380062103271,0.15866915881633759,"[0.330436325697393, 0.17321710827857512, 0.1496592317396082, 0.30802337282274395]","[0.06145543151527338, 0.03867571544932326, 0.03982262640351545, 0.04269342887348494]",1
ragbench_Qwen2.5-0.5B-Instruct,315,315,pubmedqa,1.1981176137924194,200,0.9489912986755371,0.17552223801612854,"[0.4970896318681844, 0.3052509756255677, 0.3343851232903671, 0.03271576220232873, 0.03534145319120853]","[0.08927452328612162, 0.0549250490486105, 0.05324357558433945, 0.005806242357703724, 0.004522602325675109]",1
ragbench_Qwen2.5-0.5B-Instruct,316,316,pubmedqa,1.0574212074279785,200,0.7357531785964966,0.13138552010059357,"[0.42592475783386363, 0.06782359385650807, 0.17774852316836132, 0.04083569999926112, -0.02869684385123037]","[0.0678141380788415, 0.01540199347666089, 0.03093368883562903, 0.017448624486390826, 0.005157062968037849]",1
ragbench_Qwen2.5-0.5B-Instruct,317,317,pubmedqa,0.8165364265441895,200,1.3466190099716187,0.20864424109458923,"[0.7844802128069932, 0.03875738255752367, 0.3717868585223914, 0.27785874729650006]","[0.12367252536394745, 0.015284742522153963, 0.04508704206368577, 0.03522098697550249]",1
ragbench_Qwen2.5-0.5B-Instruct,318,318,pubmedqa,1.275803804397583,160,0.40436482429504395,0.08822381496429443,"[0.18223726581878735, 0.18247399722283716, 0.03509653978969709, -0.020190904382855025]","[0.025631988502162528, 0.03632213699114075, 0.00891676623763935, 0.011109751617272946]",1
ragbench_Qwen2.5-0.5B-Instruct,319,319,techqa,1.172278642654419,200,0.011117855086922646,0.00949395913630724,"[-0.003993003594941911, 0.013937489874178937, 0.0003344131855919841, -0.00927623629196205, 0.0012069446993018572]","[0.00272482432778645, 0.002037661297401954, 0.0013418890364402358, 0.0004903484412379555, 0.001749765636204188]",1
ragbench_Qwen2.5-0.5B-Instruct,320,320,techqa,2.128040075302124,190,-0.06331873685121536,0.0419323556125164,"[0.009600608284266567, -0.016012517604547995, -0.01680902847775111, -0.028664477366807037, -0.055892165978959955]","[0.0026164000039084626, 0.0012389651396676384, 0.0013295510832138366, 0.003725061550913348, 0.00327850572014684]",1
ragbench_Qwen2.5-0.5B-Instruct,321,321,pubmedqa,1.1306990385055542,200,0.35480937361717224,0.09677199274301529,"[0.2563941259630792, 0.06884808675954446, 0.06303894393515293, -0.02885607141057335, -0.03160444005010504]","[0.04969070738553143, 0.01712634686372894, 0.01638816475691158, 0.0069275187490416106, 0.005960320055947079]",1
ragbench_Qwen2.5-0.5B-Instruct,322,322,pubmedqa,0.9532589912414551,200,1.0711811780929565,0.21015773713588715,"[0.160781502234247, 0.5001561760157529, 0.3868300034251706, 0.010986020725711114, -0.0005172003740858599]","[0.06488333985415075, 0.08959509497782563, 0.04532073641641219, 0.005388116909421612, 0.003906225770222562]",1
ragbench_Qwen2.5-0.5B-Instruct,323,323,pubmedqa,1.278563141822815,185,0.45561161637306213,0.11836370825767517,"[-0.014325255562702345, 0.15046384544587676, 0.3712859253625022, -0.006636217038809461, 0.019731586203734216]","[0.009061505871713163, 0.05034778666773196, 0.047303385954496756, 0.006150062791495374, 0.004974743277536642]",1
ragbench_Qwen2.5-0.5B-Instruct,324,324,pubmedqa,0.7099764943122864,200,1.333376407623291,0.21872596442699432,"[0.598788166432605, 0.3408332801911183, 0.4882546475458116, 0.00040103739322375984, 0.009100972523867767]","[0.08862140303765323, 0.05125235747977783, 0.06993850175144786, 0.0066511434810344735, 0.002897344210199364]",1
ragbench_Qwen2.5-0.5B-Instruct,325,325,finqa,0.9313239455223083,200,0.5190935730934143,0.08195985108613968,"[0.3972068790224148, 0.003863367671310698, 0.00249307140993551, -0.009457908264575963, 0.0023157537369479543]","[0.06389537745769473, 0.0020980637754246345, 0.001364509194618222, 0.0011111039851670057, 0.002974530503182109]",1
ragbench_Qwen2.5-0.5B-Instruct,326,326,pubmedqa,1.0798635482788086,200,0.6018542647361755,0.1426677256822586,"[0.21467958063021797, 0.27282506880128493, -0.0024626309445557127, 0.12694270276830139]","[0.056006147565843205, 0.053557878504911116, 0.006899924093659138, 0.034665228865149514]",1
ragbench_Qwen2.5-0.5B-Instruct,327,327,delucionqa,1.463301658630371,32,2.6745901107788086,0.27836844325065613,"[0.14964749628961727, 0.18032322727049177, 0.17747916681582865, 0.12368849685117311, 0.46774308086060046]","[0.036753416439466946, 0.014961213492370007, 0.014613888409257925, 0.012748170598854358, 0.03485959542393857]",1
ragbench_Qwen2.5-0.5B-Instruct,328,328,pubmedqa,1.4125256538391113,109,0.4701322019100189,0.10382021963596344,"[0.016406134061463667, -0.006299598380458544, -0.009365754308661102, -0.031107568788508923, 0.41930068515945645]","[0.00976697432004349, 0.005107563233776783, 0.004677153147653321, 0.010693052285223593, 0.060904486704419954]",1
ragbench_Qwen2.5-0.5B-Instruct,329,329,delucionqa,0.9272691011428833,170,2.040234088897705,0.2830035984516144,"[1.0565193025445243, 0.41191178414394336, -0.013838306323390604, 0.00010177300253631342, 0.010990937672324756]","[0.1509191948637154, 0.04619627536045427, 0.00438050012413, 0.004175132245231172, 0.0035621633826401515]",1
ragbench_Qwen2.5-0.5B-Instruct,330,330,pubmedqa,0.7148647308349609,200,1.4433228969573975,0.20921950042247772,"[0.7937839413706752, 0.5552386939372628, 0.09358531371057324, 0.012532445831802762]","[0.11148124263617888, 0.07209661862481084, 0.025312491474693388, 0.006424699982732989]",1
ragbench_Qwen2.5-0.5B-Instruct,331,331,pubmedqa,1.4494028091430664,200,0.9350948929786682,0.17283883690834045,"[-0.027231057805984164, 0.0003114025612012483, 0.5751047779330111, -0.06853796080067695]","[0.030367255736700828, 0.028837169898731644, 0.09485288031157324, 0.011888579585515799]",1
ragbench_Qwen2.5-0.5B-Instruct,332,332,pubmedqa,0.9104414582252502,200,0.8941783308982849,0.1544666588306427,"[0.5779772849342567, 0.23913037181433539, 0.05400699895792911, 0.05713674874943081, 0.061585039991778105]","[0.0801852323308443, 0.03283150687771759, 0.02274321237606401, 0.016073241511130796, 0.014838476861568282]",1
ragbench_Qwen2.5-0.5B-Instruct,333,333,pubmedqa,1.4802168607711792,112,0.8356541991233826,0.14875218272209167,"[0.13112968888624113, 0.25562221018682457, 0.0714577638881175, 0.44463267016492736]","[0.02265850463217183, 0.04519316489246705, 0.016551766700988173, 0.07111935046484673]",1
ragbench_Qwen2.5-0.5B-Instruct,334,334,techqa,1.5640127658843994,200,-0.008081579580903053,0.02339950017631054,"[-0.006410050396607403, -0.0018297773726590094, 0.016398850104342274, -0.002978477499491419, 0.03966206795885228]","[0.0042356491110331265, 0.0008716327496881604, 0.003553452974065294, 0.0034430495874858023, 0.007930438836026496]",1
ragbench_Qwen2.5-0.5B-Instruct,335,335,techqa,1.117082953453064,200,0.07079552114009857,0.04616770148277283,"[0.031822493586159906, 0.030623222300337146, -0.02869845609692675, -0.013047788928524824, -0.0020884235240282577]","[0.017346865343139655, 0.01199562409445491, 0.0052621152211426644, 0.0036065555619927635, 0.0050656840761431]",1
ragbench_Qwen2.5-0.5B-Instruct,336,336,pubmedqa,1.647655725479126,81,0.3805617094039917,0.09591067582368851,"[0.2825922279620118, 0.021528470108068524, -0.015315762619318348, -0.02849912704981829]","[0.03768306179201464, 0.025671857545158494, 0.009690810534169503, 0.009292536851712949]",1
ragbench_Qwen2.5-0.5B-Instruct,337,337,techqa,1.0933457612991333,200,0.02568143606185913,0.029164647683501244,"[0.023080937411027663, -0.0009357152612574282, -0.011504923855959533, -0.02053297424111406, -0.040178324357220845]","[0.00893447979435166, 0.0018132260989249004, 0.002137387493701368, 0.0016574661660683178, 0.015014528848498116]",1
ragbench_Qwen2.5-0.5B-Instruct,338,338,pubmedqa,0.9341631531715393,82,0.8440760374069214,0.11867400258779526,"[0.8575124745037367, -0.0100211319076091, 0.02249860604684927, 0.008868932967022663]","[0.09604729306047596, 0.005147944284544099, 0.003958858968915609, 0.0027622703493325918]",1
ragbench_Qwen2.5-0.5B-Instruct,339,339,pubmedqa,0.7731451392173767,200,0.5630269646644592,0.10975576192140579,"[0.20859863185861285, -0.015925017057638796, -0.034409134486909354, 0.2424679053219188]","[0.04113576398330679, 0.008417439249901619, 0.0030726138364693158, 0.03600946359158748]",1
ragbench_Qwen2.5-0.5B-Instruct,340,340,pubmedqa,1.2113962173461914,200,0.9307204484939575,0.156130850315094,"[0.21914212000223415, 0.24197831429131839, 0.195870010862036, 0.28788198899215783, -0.02467606777121546]","[0.04394176203599045, 0.044532488166610304, 0.038001440303999344, 0.04614952128916741, 0.0064409844516004]",1
ragbench_Qwen2.5-0.5B-Instruct,341,341,pubmedqa,1.3307708501815796,155,0.1411275863647461,0.05013235658407211,"[0.06316703443597127, 0.021262415203572374, 0.04700381030927547, 0.00954299483856894, 0.00024209994243715153]","[0.011371493642070985, 0.0035569038516497687, 0.006763056298197145, 0.004136326455755301, 0.012218208776370294]",1
ragbench_Qwen2.5-0.5B-Instruct,342,342,pubmedqa,1.540062427520752,68,0.8962497115135193,0.14679047465324402,"[0.42997021735401875, -0.02723370679354155, 0.275356107046451, -0.01868928388638083, -0.056105250981625644]","[0.06574600798167547, 0.02275885967737047, 0.035421514588907646, 0.006554186342448113, 0.006371389319677773]",1
ragbench_Qwen2.5-0.5B-Instruct,343,343,pubmedqa,1.1725016832351685,200,0.7970109581947327,0.14837981760501862,"[0.3488476474713116, 0.3226313516253094, 0.02504952752589361, -0.016554469509314912]","[0.06086188229799063, 0.05421234379564794, 0.009755680264027263, 0.0049256792284677435]",1
ragbench_Qwen2.5-0.5B-Instruct,344,344,pubmedqa,0.715201199054718,200,0.5469214916229248,0.10519085079431534,"[0.04979773440989902, 0.3257346293418095, 0.21001635235230878, 0.02706316652598616, 0.009877328325947019]","[0.010460506251132812, 0.055008143413988936, 0.037707605557017555, 0.005820251278941697, 0.0020545945338190565]",1
ragbench_Qwen2.5-0.5B-Instruct,345,345,pubmedqa,1.2208466529846191,200,0.6057960391044617,0.12806744873523712,"[0.19940844765262228, 0.5003308848390133, 0.00310088943062965, 0.002264487015913801]","[0.04983153299368098, 0.08085468659099775, 0.004433350833184128, 0.005207204597585929]",1
ragbench_Qwen2.5-0.5B-Instruct,346,346,pubmedqa,1.1523767709732056,200,0.8211395144462585,0.17426200211048126,"[0.008018940923811897, 0.3276838585486257, 0.3159686521077856, -0.03299826106482215]","[0.023845446448760868, 0.07974733357010337, 0.062199149770486885, 0.00964468230913667]",1
ragbench_Qwen2.5-0.5B-Instruct,347,347,pubmedqa,0.973301112651825,200,0.834160327911377,0.184463232755661,"[0.8639443338351066, -0.006566037589022926, -0.004810482374944058, -0.002892992465406223]","[0.1767219048784642, 0.008913938186337874, 0.003391166124069045, 0.0024105942521889644]",1
ragbench_Qwen2.5-0.5B-Instruct,348,348,pubmedqa,0.8932939171791077,200,1.0591731071472168,0.19522146880626678,"[0.008762361050495713, 0.6744303118460107, 0.31586920565604487, 0.005973703012939495, -0.0010485715738957424]","[0.010678129030996786, 0.1253704312772584, 0.05973827257996419, 0.00640646554062414, 0.004250989211334826]",1
ragbench_Qwen2.5-0.5B-Instruct,349,349,pubmedqa,0.8824480175971985,34,0.21586108207702637,0.08524525910615921,"[0.21869305739014902, 0.11261296964093002, 0.0844202458512668, 0.0998883412565406]","[0.06200184418744089, 0.011122412507829187, 0.006016181878722444, 0.009469097026126024]",1
ragbench_Qwen2.5-0.5B-Instruct,350,350,finqa,1.086751937866211,46,0.4183272123336792,0.08666838705539703,"[0.05986433685305932, -0.00965235520249794, 0.0062861402155733785, 0.4020189417845991]","[0.006372354161212373, 0.004885606434725006, 0.0011956599522121628, 0.07019092339512999]",1
